Name,Motherboard,Memory,Processor,Number,Date
Anjali Sharma,GIGABYTE Z490 AORUS Elite AC,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i5-11400F,6,2023-07-19
Divya Choudhury,ASRock B550 Steel Legend,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i9-11900K,6,2023-07-19
Karthik Rajaram,MSI MPG Z590 Gaming Carbon WiFi,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 9 5950X,5,2023-07-15
Priya Gupta,MSI B450 TOMAHAWK MAX,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 9 5950X,6,2023-07-19
Ravi Verma,ASUS Prime X570-Pro,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11400F,3,2023-07-19
Sonia Verma,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 9 5900X,5,2023-07-19
Suresh Mohan,MSI MAG B460M Mortar,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i7-10700K,5,2023-07-19
Nithya Narayanan,MSI B450 TOMAHAWK MAX,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 5800X,4,2023-07-18
Divya Singh,GIGABYTE X570 AORUS Ultra,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11600K,6,2023-07-21
Prakash Malhotra,MSI MPG Z590 Gaming Carbon WiFi,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i7-11700K,1,2023-07-15
Ravi Chopra,ASUS ROG Strix B550-F Gaming,ADATA XPG Spectrix D60G 16GB (2 x 8GB),Intel Core i7-10700K,4,2023-07-15
Karthik Mukherjee,ASUS Prime X570-Pro,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-11700K,7,2023-07-15
Suresh Mukherjee,ASUS ROG Strix B550-F Gaming,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 7 3700X,4,2023-07-18
Lakshmi Mukherjee,ASUS Prime X570-Pro,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i9-11900K,5,2023-07-21
Rahul Patel,GIGABYTE X570 AORUS Ultra,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11600K,3,2023-07-17
Vikram Mohan,GIGABYTE X570 AORUS Ultra,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,5,2023-07-18
Sanjay Gupta,GIGABYTE Z490 AORUS Elite AC,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 9 5900X,2,2023-07-18
Sonia Ramanathan,ASUS Prime X570-Pro,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 5 3600X,8,2023-07-15
Swathi Sharma,GIGABYTE Z490 AORUS Elite AC,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 5600X,2,2023-07-15
Ravi Chopra,ASRock B550 Steel Legend,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i7-10700K,2,2023-07-16
Amit Sharma,ASUS ROG Strix B550-F Gaming,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i7-10700K,5,2023-07-21
Deepika Iyer,ASUS ROG Strix B550-F Gaming,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,2,2023-07-17
Ravi Verma,ASUS Prime X570-Pro,HyperX Predator RGB 16GB (2 x 8GB),AMD Ryzen 5 5600X,3,2023-07-15
Vikram Venkataraman,GIGABYTE X570 AORUS Ultra,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11600K,4,2023-07-15
Ravi Mohan,ASUS TUF B450-PLUS Gaming,G.Skill Trident Z RGB 32GB (2 x 16GB),Intel Core i9-10900K,2,2023-07-20
Divya Kumar,MSI MAG B460M Mortar,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11400F,8,2023-07-17
Suresh Mohan,GIGABYTE B550 AORUS Elite,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i7-11700K,4,2023-07-17
Meera Iyer,ASUS ROG Strix B550-F Gaming,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i7-10700K,1,2023-07-20
Sonia Patel,GIGABYTE B550 AORUS Elite,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11400F,8,2023-07-19
Amit Mukherjee,MSI MPG Z590 Gaming Carbon WiFi,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 9 5950X,6,2023-07-21
Swathi Verma,ASUS ROG Strix B550-F Gaming,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i9-10900K,3,2023-07-21
Vikram Rajaram,GIGABYTE Z490 AORUS Elite AC,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 5800X,6,2023-07-17
Swathi Singh,ASRock X570 Taichi,Crucial Ballistix 16GB (2 x 8GB),Intel Core i9-10900K,6,2023-07-21
Ravi Chopra,ASUS Prime X570-Pro,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 7 3700X,8,2023-07-17
Nithya Patel,GIGABYTE X570 AORUS Ultra,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i9-11900K,4,2023-07-15
Vikram Gupta,MSI MAG B460M Mortar,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 7 3700X,2,2023-07-19
Swathi Sharma,ASUS TUF B450-PLUS Gaming,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 7 5800X,5,2023-07-16
Arjun Balakrishnan,GIGABYTE B550 AORUS Elite,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,6,2023-07-17
Meera Gupta,ASUS ROG Strix B550-F Gaming,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 7 5800X,3,2023-07-15
Suresh Narayanan,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 7 5800X,6,2023-07-16
Ravi Mukherjee,ASRock B550 Steel Legend,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 9 5900X,4,2023-07-19
Prakash Venkataraman,MSI MPG Z590 Gaming Carbon WiFi,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 7 3700X,5,2023-07-18
Rahul Krishnan,ASRock X570 Taichi,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i5-11400F,1,2023-07-18
Radha Sharma,GIGABYTE B550 AORUS Elite,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 9 5900X,5,2023-07-16
Karthik Narayanan,ASUS ROG Strix B550-F Gaming,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11600K,5,2023-07-18
Swathi Mani,ASUS Prime X570-Pro,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i5-11400F,8,2023-07-21
Amit Iyer,ASRock B550 Steel Legend,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i9-10900K,6,2023-07-15
Priya Krishnan,ASRock Z590 Extreme WiFi 6E,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i5-11400F,7,2023-07-17
Lakshmi Malhotra,ASRock Z590 Extreme WiFi 6E,Crucial Ballistix 16GB (2 x 8GB),Intel Core i5-11600K,5,2023-07-15
Radha Kumar,ASRock X570 Taichi,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 9 5900X,5,2023-07-19
Sonia Choudhury,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i9-11900K,7,2023-07-19
Amit Singh,MSI MAG B460M Mortar,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-11700K,2,2023-07-19
Sanjay Choudhury,ASRock Z590 Extreme WiFi 6E,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11400F,8,2023-07-21
Prakash Malhotra,MSI B450 TOMAHAWK MAX,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i7-10700K,3,2023-07-19
Sonia Chopra,GIGABYTE Z490 AORUS Elite AC,Crucial Ballistix 16GB (2 x 8GB),Intel Core i9-11900K,6,2023-07-19
Prakash Iyer,GIGABYTE Z490 AORUS Elite AC,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i5-11600K,3,2023-07-20
Arjun Ramanathan,GIGABYTE X570 AORUS Ultra,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i5-11600K,2,2023-07-15
Prakash Malhotra,MSI B450 TOMAHAWK MAX,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i9-10900K,3,2023-07-15
Meera Singh,MSI MPG Z590 Gaming Carbon WiFi,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i7-11700K,2,2023-07-16
Suresh Verma,ASRock B550 Steel Legend,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 7 5800X,7,2023-07-20
Amit Verma,GIGABYTE B550 AORUS Elite,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i7-10700K,5,2023-07-16
Priya Verma,ASRock B550 Steel Legend,HyperX Predator RGB 16GB (2 x 8GB),AMD Ryzen 7 5800X,8,2023-07-18
Swathi Choudhury,ASRock B550 Steel Legend,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i9-10900K,3,2023-07-20
Priya Gupta,ASRock B550 Steel Legend,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 5 5600X,5,2023-07-16
Anjali Choudhury,MSI MAG B460M Mortar,G.Skill Ripjaws V 16GB (2 x 8GB),AMD Ryzen 5 5600X,1,2023-07-17
Lakshmi Mukherjee,ASRock Z590 Extreme WiFi 6E,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 5600X,4,2023-07-15
Karthik Gupta,MSI B450 TOMAHAWK MAX,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i7-10700K,6,2023-07-18
Deepika Ramanathan,GIGABYTE X570 AORUS Ultra,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 7 5800X,2,2023-07-19
Radha Malhotra,ASRock X570 Taichi,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i7-11700K,3,2023-07-18
Lakshmi Sharma,ASRock B550 Steel Legend,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i7-10700K,7,2023-07-20
Ganesh Iyer,GIGABYTE B550 AORUS Elite,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 5 5600X,2,2023-07-17
Meera Choudhury,ASRock B550 Steel Legend,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,2,2023-07-20
Ganesh Subramanian,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 7 3700X,2,2023-07-17
Sonia Krishnan,ASUS ROG Strix B550-F Gaming,HyperX Predator RGB 16GB (2 x 8GB),AMD Ryzen 5 3600X,7,2023-07-20
Lakshmi Chopra,ASUS TUF B450-PLUS Gaming,HyperX Predator RGB 16GB (2 x 8GB),AMD Ryzen 7 5800X,8,2023-07-21
Sanjay Gupta,MSI B450 TOMAHAWK MAX,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 5 5600X,2,2023-07-15
Deepika Malhotra,ASUS Prime X570-Pro,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i7-10700K,1,2023-07-17
Nithya Malhotra,MSI MAG B460M Mortar,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i9-11900K,3,2023-07-18
Ravi Verma,ASUS ROG Strix B550-F Gaming,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 7 3700X,7,2023-07-15
Prakash Chopra,MSI MPG Z590 Gaming Carbon WiFi,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-11700K,3,2023-07-18
Deepika Ramanathan,ASRock Z590 Extreme WiFi 6E,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i7-11700K,7,2023-07-18
Arjun Mani,GIGABYTE B550 AORUS Elite,HyperX Predator RGB 16GB (2 x 8GB),AMD Ryzen 7 5800X,4,2023-07-20
Amit Mohan,GIGABYTE B550 AORUS Elite,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i7-10700K,8,2023-07-15
Ravi Rajaram,GIGABYTE B550 AORUS Elite,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 9 5900X,6,2023-07-20
Prakash Balakrishnan,MSI B450 TOMAHAWK MAX,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 9 5950X,3,2023-07-19
Prakash Mohan,ASUS ROG Strix B550-F Gaming,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i5-11400F,5,2023-07-19
Vikram Balakrishnan,MSI B450 TOMAHAWK MAX,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,4,2023-07-21
Swathi Gupta,MSI MAG B460M Mortar,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i9-10900K,3,2023-07-15
Sonia Mukherjee,ASUS ROG Strix B550-F Gaming,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,1,2023-07-16
Radha Patel,ASUS TUF B450-PLUS Gaming,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i7-11700K,8,2023-07-21
Amit Ramanathan,MSI MPG Z590 Gaming Carbon WiFi,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 5 5600X,3,2023-07-21
Priya Choudhury,GIGABYTE B550 AORUS Elite,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i9-11900K,7,2023-07-15
Prakash Rajaram,ASUS Prime X570-Pro,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 7 5800X,8,2023-07-16
Swathi Mohan,GIGABYTE B550 AORUS Elite,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i5-11400F,6,2023-07-15
Karthik Gupta,ASRock X570 Taichi,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 9 5950X,2,2023-07-15
Karthik Krishnan,MSI MPG Z590 Gaming Carbon WiFi,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 9 5950X,7,2023-07-15
Karthik Verma,MSI MPG Z590 Gaming Carbon WiFi,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11600K,1,2023-07-17
Anjali Iyer,MSI MAG B460M Mortar,Crucial Ballistix 16GB (2 x 8GB),Intel Core i7-10700K,7,2023-07-19
Arjun Iyer,ASUS ROG Strix B550-F Gaming,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11400F,6,2023-07-19
Divya Malhotra,GIGABYTE X570 AORUS Ultra,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,2,2023-07-18
Arjun Mohan,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i9-11900K,3,2023-07-19
Vikram Sharma,ASRock Z590 Extreme WiFi 6E,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i5-11600K,8,2023-07-19
Vikram Patel,ASUS TUF B450-PLUS Gaming,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 9 5950X,8,2023-07-20
Nithya Choudhury,ASUS ROG Strix B550-F Gaming,G.Skill Ripjaws V 16GB (2 x 8GB),AMD Ryzen 9 5950X,6,2023-07-17
Priya Patel,MSI MAG B460M Mortar,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 5 3600X,2,2023-07-16
Ganesh Rajaram,MSI B450 TOMAHAWK MAX,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i7-10700K,8,2023-07-17
Sonia Rajaram,ASUS ROG Strix B550-F Gaming,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 9 5950X,6,2023-07-19
Arjun Sharma,ASUS ROG Strix B550-F Gaming,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i9-11900K,8,2023-07-19
Lakshmi Mani,GIGABYTE B550 AORUS Elite,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 7 5800X,6,2023-07-15
Sonia Subramanian,ASRock B550 Steel Legend,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 9 5950X,8,2023-07-18
Swathi Mukherjee,GIGABYTE Z490 AORUS Elite AC,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-11700K,1,2023-07-18
Nithya Chopra,MSI MAG B460M Mortar,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 9 5950X,6,2023-07-18
Swathi Iyer,ASRock B550 Steel Legend,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 5800X,2,2023-07-18
Sonia Chopra,GIGABYTE Z490 AORUS Elite AC,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11600K,3,2023-07-19
Priya Kumar,ASUS Prime X570-Pro,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,3,2023-07-18
Anjali Mukherjee,ASUS TUF B450-PLUS Gaming,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 9 5900X,1,2023-07-20
Meera Kumar,MSI MPG Z590 Gaming Carbon WiFi,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 7 5800X,2,2023-07-16
Vikram Malhotra,ASRock X570 Taichi,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-11700K,8,2023-07-19
Sonia Mani,GIGABYTE Z490 AORUS Elite AC,ADATA XPG Spectrix D60G 16GB (2 x 8GB),Intel Core i5-11600K,7,2023-07-16
Sonia Balakrishnan,ASUS TUF B450-PLUS Gaming,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 3700X,2,2023-07-19
Meera Rajaram,GIGABYTE X570 AORUS Ultra,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 5 3600X,6,2023-07-21
Anjali Mani,GIGABYTE B550 AORUS Elite,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 7 5800X,8,2023-07-18
Meera Singh,ASUS ROG Strix B550-F Gaming,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11600K,7,2023-07-19
Anjali Venkataraman,GIGABYTE Z490 AORUS Elite AC,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 5 5600X,4,2023-07-18
Radha Mohan,ASRock Z590 Extreme WiFi 6E,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 7 5800X,2,2023-07-19
Rahul Singh,MSI MAG B460M Mortar,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 9 5950X,4,2023-07-16
Meera Krishnan,GIGABYTE B550 AORUS Elite,Corsair Vengeance RGB Pro 32GB (2 x 16GB),Intel Core i7-11700K,2,2023-07-15
Priya Balakrishnan,ASRock B550 Steel Legend,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 7 5800X,3,2023-07-17
Radha Krishnan,ASRock X570 Taichi,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 5 3600X,4,2023-07-16
Ravi Mani,ASRock Z590 Extreme WiFi 6E,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-11700K,6,2023-07-20
Sonia Krishnan,MSI MAG B460M Mortar,HyperX Predator RGB 16GB (2 x 8GB),AMD Ryzen 7 3700X,8,2023-07-16
Arjun Chopra,GIGABYTE B550 AORUS Elite,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 9 5950X,6,2023-07-16
Meera Narayanan,ASUS TUF B450-PLUS Gaming,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i5-11400F,2,2023-07-19
Swathi Mohan,ASRock X570 Taichi,Crucial Ballistix 16GB (2 x 8GB),Intel Core i7-10700K,4,2023-07-15
Amit Subramanian,ASUS ROG Strix B550-F Gaming,Crucial Ballistix RGB 16GB (2 x 8GB),Intel Core i5-11400F,7,2023-07-17
Karthik Narayanan,ASRock X570 Taichi,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 7 3700X,2,2023-07-17
Sonia Venkataraman,ASUS TUF B450-PLUS Gaming,Corsair Dominator Platinum RGB 32GB (2 x 16GB),AMD Ryzen 9 5950X,8,2023-07-20
Lakshmi Sharma,GIGABYTE X570 AORUS Ultra,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 9 5950X,3,2023-07-16
Priya Rajaram,GIGABYTE B550 AORUS Elite,Crucial Ballistix 16GB (2 x 8GB),Intel Core i5-11600K,3,2023-07-20
Radha Narayanan,ASRock X570 Taichi,ADATA XPG Spectrix D60G 16GB (2 x 8GB),Intel Core i5-11400F,6,2023-07-18
Arjun Subramanian,ASUS ROG Strix B550-F Gaming,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-11700K,2,2023-07-18
Vikram Venkataraman,ASRock X570 Taichi,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i9-10900K,7,2023-07-21
Swathi Chopra,GIGABYTE B550 AORUS Elite,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i5-11600K,8,2023-07-16
Rahul Subramanian,MSI MPG Z590 Gaming Carbon WiFi,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,8,2023-07-21
Anjali Ramanathan,MSI MAG B460M Mortar,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i9-10900K,2,2023-07-15
Radha Mani,ASUS Prime X570-Pro,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i9-11900K,5,2023-07-21
Arjun Choudhury,ASRock X570 Taichi,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11400F,6,2023-07-20
Divya Subramanian,ASUS ROG Strix B550-F Gaming,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 9 5950X,5,2023-07-15
Anjali Choudhury,GIGABYTE X570 AORUS Ultra,Crucial Ballistix 16GB (2 x 8GB),AMD Ryzen 7 5800X,1,2023-07-20
Arjun Patel,ASUS Prime X570-Pro,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-11700K,5,2023-07-21
Lakshmi Kumar,ASUS TUF B450-PLUS Gaming,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11400F,5,2023-07-20
Sanjay Venkataraman,GIGABYTE Z490 AORUS Elite AC,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,3,2023-07-16
Amit Iyer,GIGABYTE B550 AORUS Elite,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 9 5950X,7,2023-07-17
Vikram Narayanan,ASUS ROG Strix B550-F Gaming,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 5 5600X,7,2023-07-15
Ganesh Ramanathan,ASRock Z590 Extreme WiFi 6E,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i7-11700K,4,2023-07-21
Anjali Malhotra,GIGABYTE X570 AORUS Ultra,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 5 5600X,3,2023-07-16
Ganesh Venkataraman,ASUS Prime X570-Pro,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 5 3600X,7,2023-07-20
Divya Mani,GIGABYTE B550 AORUS Elite,ADATA XPG Spectrix D60G 16GB (2 x 8GB),Intel Core i5-11600K,8,2023-07-21
Nithya Gupta,GIGABYTE Z490 AORUS Elite AC,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i5-11400F,2,2023-07-20
Karthik Malhotra,MSI B450 TOMAHAWK MAX,Corsair Vengeance RGB Pro 32GB (2 x 16GB),AMD Ryzen 9 5900X,2,2023-07-16
Meera Krishnan,ASRock X570 Taichi,Team T-Force Delta RGB 32GB (2 x 16GB),AMD Ryzen 9 5900X,2,2023-07-21
Lakshmi Sharma,MSI MAG B460M Mortar,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11600K,3,2023-07-21
Sanjay Narayanan,ASUS ROG Strix B550-F Gaming,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 9 5900X,7,2023-07-16
Ravi Choudhury,MSI MPG Z590 Gaming Carbon WiFi,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i5-11600K,4,2023-07-17
Suresh Venkataraman,ASRock B550 Steel Legend,Team T-Force Delta RGB 32GB (2 x 16GB),Intel Core i9-10900K,1,2023-07-16
Suresh Mohan,GIGABYTE X570 AORUS Ultra,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i5-11600K,5,2023-07-18
Sanjay Gupta,MSI MAG B460M Mortar,G.Skill Trident Z RGB 32GB (2 x 16GB),AMD Ryzen 5 3600X,6,2023-07-16
Rahul Choudhury,GIGABYTE X570 AORUS Ultra,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i7-11700K,4,2023-07-21
Suresh Ramanathan,GIGABYTE X570 AORUS Ultra,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,2,2023-07-20
Nithya Subramanian,ASUS Prime X570-Pro,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 7 3700X,5,2023-07-16
Amit Krishnan,ASUS Prime X570-Pro,ADATA XPG Spectrix D60G 16GB (2 x 8GB),AMD Ryzen 9 5950X,1,2023-07-21
Radha Singh,ASUS TUF B450-PLUS Gaming,G.Skill Ripjaws V 16GB (2 x 8GB),Intel Core i5-11600K,5,2023-07-15
Deepika Malhotra,GIGABYTE X570 AORUS Ultra,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i9-11900K,3,2023-07-17
Radha Krishnan,MSI MPG Z590 Gaming Carbon WiFi,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 5 5600X,7,2023-07-15
Suresh Chopra,MSI B450 TOMAHAWK MAX,ADATA XPG Gammix D10 32GB (2 x 16GB),AMD Ryzen 9 5900X,3,2023-07-15
Ravi Patel,ASRock Z590 Extreme WiFi 6E,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 7 5800X,8,2023-07-21
Nithya Ramanathan,GIGABYTE X570 AORUS Ultra,HyperX Predator RGB 16GB (2 x 8GB),Intel Core i9-10900K,5,2023-07-19
Divya Ramanathan,MSI MPG Z590 Gaming Carbon WiFi,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 9 5950X,6,2023-07-15
Priya Subramanian,ASRock X570 Taichi,ADATA XPG Gammix D10 32GB (2 x 16GB),Intel Core i7-10700K,7,2023-07-16
Sonia Verma,GIGABYTE B550 AORUS Elite,Crucial Ballistix RGB 16GB (2 x 8GB),AMD Ryzen 9 5900X,8,2023-07-16
Nithya Kumar,ASUS ROG Strix B550-F Gaming,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 5 5600X,1,2023-07-18
Lakshmi Rajaram,GIGABYTE Z490 AORUS Elite AC,Corsair Vengeance LPX 16GB (2 x 8GB),Intel Core i5-11400F,2,2023-07-21
Sanjay Ramanathan,ASRock Z590 Extreme WiFi 6E,Corsair Vengeance LPX 16GB (2 x 8GB),AMD Ryzen 5 3600X,3,2023-07-15
Sanjay Mukherjee,MSI MAG B460M Mortar,Kingston HyperX Fury 32GB (2 x 16GB),AMD Ryzen 7 3700X,4,2023-07-17
Radha Venkataraman,GIGABYTE X570 AORUS Ultra,ADATA XPG Spectrix D60G 16GB (2 x 8GB),Intel Core i7-10700K,8,2023-07-17
Anjali Choudhury,GIGABYTE B550 AORUS Elite,Kingston HyperX Fury 32GB (2 x 16GB),Intel Core i7-10700K,4,2023-07-19
Radha Rajaram,GIGABYTE B550 AORUS Elite,Corsair Dominator Platinum RGB 32GB (2 x 16GB),Intel Core i7-10700K,1,2023-07-17
